txn_id,timestamp,sender_account,sender_name,sender_ifsc,sender_bank,receiver_account,receiver_name,receiver_ifsc,receiver_bank,amount_inr,txn_type,source_case_id,flagged_suspicious,remarks
TXN0005016,2026-01-20 02:03:13,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,51000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005017,2026-01-18 23:49:13,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,164000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005018,2026-06-12 00:11:13,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,108000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005019,2026-06-19 10:12:13,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,60000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005020,2026-08-28 07:18:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,252000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005021,2026-01-03 03:13:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,237000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005022,2026-07-16 21:45:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,210000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005023,2026-08-27 06:45:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,252000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005024,2026-08-23 14:17:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,89000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005025,2026-03-01 18:35:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,141000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005026,2026-04-06 17:33:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,174000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005027,2026-01-18 06:22:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,121000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005028,2026-06-03 18:58:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,185000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005029,2026-03-17 13:33:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,186000,NEFT,102,YES,Unstructured payment - no invoice reference
TXN0005030,2026-01-09 00:08:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,147000,RTGS,105,YES,Unstructured payment - no invoice reference
TXN0005031,2026-06-01 09:25:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,87000,RTGS,105,YES,Unstructured payment - no invoice reference
TXN0005032,2026-03-30 16:45:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,86000,RTGS,105,YES,Unstructured payment - no invoice reference
TXN0005033,2026-06-29 15:33:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,110000,RTGS,105,YES,Unstructured payment - no invoice reference
TXN0005034,2026-03-04 11:05:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,84000,RTGS,105,YES,Unstructured payment - no invoice reference
TXN0005035,2026-01-11 13:51:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,64000,RTGS,105,YES,Unstructured payment - no invoice reference
TXN0005036,2026-02-02 13:49:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,95000,RTGS,105,YES,Unstructured payment - no invoice reference
TXN0005037,2026-04-12 20:01:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,764000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005038,2026-08-09 05:21:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,595000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005039,2026-07-27 19:02:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,556000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005040,2026-08-08 00:49:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,229000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005041,2026-06-18 18:23:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,271000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005042,2026-04-01 07:59:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,431000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005043,2026-08-26 14:33:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,570000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005044,2026-04-11 06:38:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,476000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005045,2026-05-29 00:08:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,O001,KKBK0006789,Kotak Mahindra Bank,618000,HAWALA,105,YES,Unstructured payment - no invoice reference
TXN0005046,2026-08-05 07:55:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,194000,NEFT,104,YES,Unstructured payment - no invoice reference
TXN0005047,2026-04-21 03:20:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,215000,NEFT,104,YES,Unstructured payment - no invoice reference
TXN0005048,2026-08-17 20:45:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,200000,NEFT,104,YES,Unstructured payment - no invoice reference
TXN0005049,2026-04-07 05:46:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,223000,NEFT,104,YES,Unstructured payment - no invoice reference
TXN0005050,2026-03-18 05:26:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,220000,NEFT,104,YES,Unstructured payment - no invoice reference
TXN0005051,2026-02-22 00:40:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,287000,NEFT,104,YES,Unstructured payment - no invoice reference
TXN0005052,2026-08-14 16:33:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,40000,UPI,101,YES,Unstructured payment - no invoice reference
TXN0005053,2026-08-08 09:12:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,36000,UPI,101,YES,Unstructured payment - no invoice reference
TXN0005054,2026-08-14 16:28:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,71000,UPI,101,YES,Unstructured payment - no invoice reference
TXN0005055,2026-08-13 03:21:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,66000,UPI,101,YES,Unstructured payment - no invoice reference
TXN0005056,2026-04-27 09:47:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,97000,UPI,101,YES,Unstructured payment - no invoice reference
TXN0005057,2026-02-07 23:06:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,247000,CASH,105,YES,Unstructured payment - no invoice reference
TXN0005058,2026-08-06 14:35:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,161000,CASH,105,YES,Unstructured payment - no invoice reference
TXN0005059,2026-05-31 10:28:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,182000,CASH,105,YES,Unstructured payment - no invoice reference
TXN0005060,2026-03-04 11:40:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,230000,CASH,105,YES,Unstructured payment - no invoice reference
TXN0005061,2026-05-24 08:17:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,1500,NEFT,,NO,
TXN0005062,2026-04-13 15:39:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,22500,UPI,,NO,
TXN0005063,2026-01-04 14:49:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,16500,UPI,,NO,
TXN0005064,2026-03-25 08:44:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,33500,IMPS,,NO,
TXN0005065,2026-04-09 09:27:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,27500,UPI,,NO,
TXN0005066,2026-07-20 02:09:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,46000,RTGS,,NO,
TXN0005067,2026-02-16 05:08:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,777666555444333,,KKBK0006789,Kotak Mahindra Bank,29500,IMPS,,NO,
TXN0005068,2026-05-30 21:44:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,28500,IMPS,,NO,
TXN0005069,2026-06-22 15:19:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,21500,IMPS,,NO,
TXN0005070,2025-11-20 19:43:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,5000,RTGS,,NO,
TXN0005071,2026-08-19 01:01:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,50000,UPI,,NO,
TXN0005072,2026-07-13 05:55:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,2500,IMPS,,NO,
TXN0005073,2026-08-07 04:09:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,38500,HAWALA,,NO,
TXN0005074,2025-12-29 06:55:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,22500,HAWALA,,NO,
TXN0005075,2026-05-16 23:57:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,41000,UPI,,NO,
TXN0005076,2025-12-14 03:13:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,23000,IMPS,,NO,
TXN0005077,2026-07-20 10:27:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,5500,NEFT,,NO,
TXN0005078,2026-01-25 07:53:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,44000,UPI,,NO,
TXN0005079,2026-08-06 17:58:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,19000,IMPS,,NO,
TXN0005080,2026-07-28 14:01:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,28000,RTGS,,NO,
TXN0005081,2025-12-04 20:48:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,44500,UPI,,NO,
TXN0005082,2026-01-16 02:58:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,8000,NEFT,,NO,
TXN0005083,2026-07-07 22:34:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,27000,CASH,,NO,
TXN0005084,2025-12-19 00:14:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,26500,UPI,,NO,
TXN0005085,2026-05-15 17:41:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,9500,CASH,,NO,
TXN0005086,2025-10-18 18:55:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,22500,IMPS,,NO,
TXN0005087,2026-02-17 15:01:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,10000,HAWALA,,NO,
TXN0005088,2026-07-30 17:02:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,42500,HAWALA,,NO,
TXN0005089,2026-05-11 14:13:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,43000,CASH,,NO,
TXN0005090,2026-01-25 00:01:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,21000,UPI,,NO,
TXN0005091,2025-12-19 06:33:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,1000,CASH,,NO,
TXN0005092,2026-02-24 13:07:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,1500,HAWALA,,NO,
TXN0005093,2026-05-09 07:11:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,16000,NEFT,,NO,
TXN0005094,2026-01-05 11:29:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,37500,IMPS,,NO,
TXN0005095,2025-12-23 20:20:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,43500,IMPS,,NO,
TXN0005096,2026-02-12 00:00:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,42000,RTGS,,NO,
TXN0005097,2026-04-30 04:27:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,5500,RTGS,,NO,
TXN0005098,2025-11-26 18:02:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,41500,IMPS,,NO,
TXN0005099,2026-08-15 12:45:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,22000,NEFT,,NO,
TXN0005100,2026-06-30 21:44:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,7500,UPI,,NO,
TXN0005101,2026-05-13 20:33:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,16500,NEFT,,NO,
TXN0005102,2026-06-10 03:54:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,28500,UPI,,NO,
TXN0005103,2026-05-26 20:23:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,3000,UPI,,NO,
TXN0005104,2025-10-29 06:22:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,26500,NEFT,,NO,
TXN0005105,2026-01-01 04:30:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,17500,IMPS,,NO,
TXN0005106,2026-04-16 11:48:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,49500,NEFT,,NO,
TXN0005107,2025-11-18 14:15:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,14500,IMPS,,NO,
TXN0005108,2026-03-09 07:43:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,42000,HAWALA,,NO,
TXN0005109,2026-07-09 13:40:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,777666555444333,,KKBK0006789,Kotak Mahindra Bank,17500,IMPS,,NO,
TXN0005110,2026-01-10 09:29:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,4500,HAWALA,,NO,
TXN0005111,2026-01-29 18:00:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,22500,NEFT,,NO,
TXN0005112,2026-07-27 00:58:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,17000,NEFT,,NO,
TXN0005113,2026-06-01 20:11:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,11000,UPI,,NO,
TXN0005114,2025-12-20 12:38:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,46000,CASH,,NO,
TXN0005115,2025-10-30 22:55:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,43000,RTGS,,NO,
TXN0005116,2025-11-24 02:04:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,16000,UPI,,NO,
TXN0005117,2026-03-27 12:19:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,13500,NEFT,,NO,
TXN0005118,2026-04-02 20:41:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,17500,NEFT,,NO,
TXN0005119,2026-05-13 14:51:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,36500,HAWALA,,NO,
TXN0005120,2026-07-18 03:07:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,24000,UPI,,NO,
TXN0005121,2026-02-18 17:31:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,37500,RTGS,,NO,
TXN0005122,2025-12-19 11:51:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,18500,CASH,,NO,
TXN0005123,2025-10-01 18:05:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,26000,HAWALA,,NO,
TXN0005124,2026-08-14 09:22:13,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,41500,RTGS,,NO,
TXN0005125,2025-11-02 19:07:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,26500,RTGS,,NO,
TXN0005126,2026-06-12 14:42:13,556677889900112,Rohit Patel,AXIS0005678,Axis Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,41000,UPI,,NO,
TXN0005127,2026-08-25 07:40:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,7500,CASH,,NO,
TXN0005128,2025-10-23 01:44:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,3000,RTGS,,NO,
TXN0005129,2026-01-07 00:35:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,38500,HAWALA,,NO,
TXN0005130,2026-06-08 14:12:13,998877665544332,Deepak Srivastava,PUNB0004567,Punjab National Bank,777666555444333,,KKBK0006789,Kotak Mahindra Bank,47000,CASH,,NO,
TXN0005131,2026-04-06 05:11:13,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,48000,NEFT,,NO,
TXN0005132,2026-09-01 13:32:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,6000,IMPS,,NO,
TXN0005133,2026-04-03 15:20:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,28500,UPI,,NO,
TXN0005134,2026-08-12 06:06:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,3500,HAWALA,,NO,
TXN0005135,2025-11-09 04:06:13,303040404050505,Ravi Kumar,SBIN0001234,State Bank of India,112233445566778,Aarav Mehta,ICIC0003456,ICICI Bank,7500,NEFT,,NO,
TXN0005136,2026-06-30 09:45:13,777666555444333,,KKBK0006789,Kotak Mahindra Bank,202030303040404,Vikram Singh,HDFC0002345,HDFC Bank,13500,CASH,,NO,
